"study","condition.name","outcome.name","variant","variant_n_prompts","page_idx","page_text"
"FarrowS6","Condition 2 disappointment","Disappointment",1,56,3,"> On a scale of 1-7, where 1 is not at all disappointed and 7 is extremely disappointed, please rate how you feel about this change below
> Please choose a number from 1 (Not at all disappointed) to 7 (Extremely disappointed)

Participant X chooses: '"
"FarrowS6","Condition 2 disappointment","Disappointment",2,64,1,"> Please imagine the following scenario"
"FarrowS6","Condition 2 disappointment","Disappointment",2,64,2,"> You live in an apartment where you enjoy a superb view of a green park. Due to a new development project, your view will soon be obstructed by a roadway structure and you will no longer be able to see the park. For your information, 85% of the residents of your apartment building will also lose their view of the park."
"FarrowS6","Condition 2 disappointment","Disappointment",2,64,3,"> On a scale of 1-7, where 1 is not at all disappointed and 7 is extremely disappointed, please rate how you feel about this change below
> Please choose a number from 1 (Not at all disappointed) to 7 (Extremely disappointed)

You choose: '"
"Haaland874","TREATMENT","Racial Discrimination perception",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
Participant X answers the question"
"Haaland874","TREATMENT","Racial Discrimination perception",1,56,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
Participant X answers the question"
"Haaland874","TREATMENT","Racial Discrimination perception",1,56,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Racial Discrimination perception",1,56,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Racial Discrimination perception",1,56,5,"> In the United States today, do you think that racial discrimination against blacks in the labor market is a serious problem?
> Please choose a number from 1 (Not a problem at all) to 5 (A very serious problem)

Participant X chooses: '"
"Haaland874","TREATMENT","Racial Discrimination perception",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
You answer the question"
"Haaland874","TREATMENT","Racial Discrimination perception",2,64,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
You answer the question"
"Haaland874","TREATMENT","Racial Discrimination perception",2,64,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Racial Discrimination perception",2,64,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Racial Discrimination perception",2,64,5,"> In the United States today, do you think that racial discrimination against blacks in the labor market is a serious problem?
> Please choose a number from 1 (Not a problem at all) to 5 (A very serious problem)

You choose: '"
"Haaland874","CONTROL","Racial Discrimination perception",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  Participant X answers the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> Participant X answers the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Racial Discrimination perception",1,56,2,"> In the United States today, do you think that racial discrimination against blacks in the labor market is a serious problem?
> Please choose a number from 1 (Not a problem at all) to 5 (A very serious problem)

Participant X chooses: '"
"Haaland874","CONTROL","Racial Discrimination perception",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  You answer the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> You answer the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Racial Discrimination perception",2,64,2,"> In the United States today, do you think that racial discrimination against blacks in the labor market is a serious problem?
> Please choose a number from 1 (Not a problem at all) to 5 (A very serious problem)

You choose: '"
"Haaland874","TREATMENT","Affirmative action: Preference",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
Participant X answers the question"
"Haaland874","TREATMENT","Affirmative action: Preference",1,56,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
Participant X answers the question"
"Haaland874","TREATMENT","Affirmative action: Preference",1,56,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Affirmative action: Preference",1,56,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Affirmative action: Preference",1,56,5,"> Do you support or oppose government and private programs that give qualified black candidates preference over equally qualified white candidates in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"Haaland874","TREATMENT","Affirmative action: Preference",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
You answer the question"
"Haaland874","TREATMENT","Affirmative action: Preference",2,64,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
You answer the question"
"Haaland874","TREATMENT","Affirmative action: Preference",2,64,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Affirmative action: Preference",2,64,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Affirmative action: Preference",2,64,5,"> Do you support or oppose government and private programs that give qualified black candidates preference over equally qualified white candidates in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"Haaland874","CONTROL","Affirmative action: Preference",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  Participant X answers the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> Participant X answers the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Affirmative action: Preference",1,56,2,"> Do you support or oppose government and private programs that give qualified black candidates preference over equally qualified white candidates in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"Haaland874","CONTROL","Affirmative action: Preference",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  You answer the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> You answer the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Affirmative action: Preference",2,64,2,"> Do you support or oppose government and private programs that give qualified black candidates preference over equally qualified white candidates in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"Haaland874","TREATMENT","Affirmative action: Assistance",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
Participant X answers the question"
"Haaland874","TREATMENT","Affirmative action: Assistance",1,56,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
Participant X answers the question"
"Haaland874","TREATMENT","Affirmative action: Assistance",1,56,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Affirmative action: Assistance",1,56,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Affirmative action: Assistance",1,56,5,"> Do you support or oppose government and private programs that give qualified black candidates assistance in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"Haaland874","TREATMENT","Affirmative action: Assistance",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
You answer the question"
"Haaland874","TREATMENT","Affirmative action: Assistance",2,64,2,"> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
You answer the question"
"Haaland874","TREATMENT","Affirmative action: Assistance",2,64,3,"> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","TREATMENT","Affirmative action: Assistance",2,64,4,"> The researchers found that resumes with black-sounding names on average had to be sent out 15 times to get one callback for an interview.
> 
> Since resumes with white-sounding names on average only had to be sent out 10 times to get one callback for an interview, this means that employers were 50 percent more likely to give callbacks to applicants with white-sounding names compared to applicants with black-sounding names."
"Haaland874","TREATMENT","Affirmative action: Assistance",2,64,5,"> Do you support or oppose government and private programs that give qualified black candidates assistance in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"Haaland874","CONTROL","Affirmative action: Assistance",1,56,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  Participant X answers the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> Participant X answers the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Affirmative action: Assistance",1,56,2,"> Do you support or oppose government and private programs that give qualified black candidates assistance in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"Haaland874","CONTROL","Affirmative action: Assistance",2,64,1,"> Researchers from Harvard University and the University of Chicago conducted an experiment to study racial discrimination in the labor market. They did so by sending out fictitious resumes to help-wanted ads in Boston and Chicago newspapers.
> 
> The resumes were exactly the same except for one thing: the name of the job applicant. Half of the resumes had typically white-sounding names like “Carrie” and “Todd”. The other half of the resumes had typically black-sounding names like “Tanisha” and “Kareem”. The idea was to make sure that the applicants were seen as having identical qualifications, but that the employers would use the applicants’ names to infer whether they were white or black.
> 
> Resumes with white-sounding names had to be sent out on average 10 times to get one callback for an interview.
> 
> <u>What do you think?</u>
>  You answer the question
> 
> How many times do you think resumes with <u>black-sounding</u> names on average had to be sent out to get one callback for an interview?
> You answer the question
> 
> I think resumes with black-sounding names on average had to be sent out ____ times to get one callback for an interview. 
> 
> If your answer is the same as what the researchers found, you will be rewarded a <u>bonus of $2</u>."
"Haaland874","CONTROL","Affirmative action: Assistance",2,64,2,"> Do you support or oppose government and private programs that give qualified black candidates assistance in getting a job?
> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"HamiltonS31","WOMAN ACCUSER","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","WOMAN ACCUSER","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation."
"HamiltonS31","WOMAN ACCUSER","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","WOMAN ACCUSER","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","WOMAN ACCUSER","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation."
"HamiltonS31","WOMAN ACCUSER","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","MAN ACCUSER","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","MAN ACCUSER","belief_man_first",1,56,2,"> A man has accused a woman of sexually assaulting him. The woman denies the allegation."
"HamiltonS31","MAN ACCUSER","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","MAN ACCUSER","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","MAN ACCUSER","belief_man_first",2,64,2,"> A man has accused a woman of sexually assaulting him. The woman denies the allegation."
"HamiltonS31","MAN ACCUSER","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","RAPE LANGUAGE","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","RAPE LANGUAGE","belief_man_first",1,56,2,"> A woman has accused a man of raping her. The man denies the allegation."
"HamiltonS31","RAPE LANGUAGE","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","RAPE LANGUAGE","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","RAPE LANGUAGE","belief_man_first",2,64,2,"> A woman has accused a man of raping her. The man denies the allegation."
"HamiltonS31","RAPE LANGUAGE","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",1,56,2,"> A woman has accused a man of attempting to rape her. The man denies the allegation."
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",2,64,2,"> A woman has accused a man of attempting to rape her. The man denies the allegation."
"HamiltonS31","ATTEMPTED RAPE LANGUAGE","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",1,56,2,"> A woman has accused a man of touching her inappropriately without her consent. The man denies the allegation."
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",2,64,2,"> A woman has accused a man of touching her inappropriately without her consent. The man denies the allegation."
"HamiltonS31","INAPPROPRIATE TOUCHING LANGUAGE","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","SOFT DENIAL","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","SOFT DENIAL","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation and says he does not remember the event in question, but this is something he would never do."
"HamiltonS31","SOFT DENIAL","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","SOFT DENIAL","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","SOFT DENIAL","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation and says he does not remember the event in question, but this is something he would never do."
"HamiltonS31","SOFT DENIAL","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","CONSENT","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","CONSENT","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation and says the woman consented."
"HamiltonS31","CONSENT","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","CONSENT","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","CONSENT","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation and says the woman consented."
"HamiltonS31","CONSENT","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. Both people had been drinking at the time."
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. Both people had been drinking at the time."
"HamiltonS31","BOTH HAD BEEN DRINKING","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. Neither person had been drinking at the time."
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. Neither person had been drinking at the time."
"HamiltonS31","NEITHER HAD BEEN DRINKING","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time the woman has accused a man of sexual assault."
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time the woman has accused a man of sexual assault."
